nome,cpf,idade,data,estado,salario,nivel_educacao,numero_filhos,estado_civil,anos_experiencia,area_atuacao,rua,bairro,cep,cidade
Miguel Barros,073.***.***-48,44,1979-12-27,Espírito Santo,5130.6,Não informado,0,Não informado,20,Não informado,"Área Castro, 74",Marieta 3ª Seção,17506-533,Gomes 
Melissa Martins,681.***.***-85,20,2003-09-30,Sergipe,6441.63,Ensino Médio,4,Casado,2,Indústria,"Núcleo Ana Luiza Alves, 7",Tirol,25580-958,Barbosa 
Vitor Hugo Cavalcanti,485.***.***-65,46,1978-02-07,Alagoas,8613.57,Ensino Superior,4,Casado,8,Tecnologia,"Campo Heloísa Nascimento, 808",São Benedito,39650-674,Melo das Pedras 
Pietro Moreira,908.***.***-40,29,1994-06-28,São Paulo,11246.72,Pós-graduação,0,Casado,7,Saúde,"Praia da Mata, 49",Grajaú,28056-626,Barbosa 
Vitor Gabriel Nunes,513.***.***-26,20,2003-06-09,Paraíba,6764.265822019516,Ensino Médio,0,Solteiro,1,Indústria,"Morro Rebeca Rocha, 2",Graça,64079-642,Freitas Alegre 
Juan Correia,136.***.***-71,20,2003-07-14,Pará,8897.25,Ensino Superior,1,Casado,2,Indústria,"Feira Nicole Farias, 21",Mala E Cuia,50518-946,Pires da Serra 
Mariane da Cruz,970.***.***-02,42,1981-04-24,Santa Catarina,4808.87,Ensino Fundamental,0,Casado,7,Comércio,"Viela de Nascimento, 760",Vila São Gabriel,93119-665,Caldeira das Flores 
Francisco Cunha,894.***.***-60,50,1973-10-16,Paraíba,8372.32,Ensino Médio,1,Solteiro,9,Tecnologia,"Colônia Maria Luiza Silva, 1",Conjunto Califórnia Ii,93791-540,Ribeiro do Oeste 
Dr. Daniel da Rosa,528.***.***-05,35,1988-05-11,Distrito Federal,4242.19,Não informado,1,Não informado,8,Não informado,Travessa de Cardoso,Tupi B,34220-218,Peixoto da Serra 
Ian Gonçalves,750.***.***-20,24,2000-01-08,Paraná,3631.17,Ensino Médio,0,Casado,1,Tecnologia,"Ladeira de Barros, 208",Serra,15811-273,Costa 
Ana Júlia Barros,851.***.***-75,36,1987-05-26,Bahia,3040.7,Ensino Médio,2,Solteiro,0,Comércio,Chácara Augusto Lima,Paraíso,95872-643,da Rocha de Lima 
Cauã Barbosa,890.***.***-00,19,2005-02-24,Acre,8147.56,Ensino Superior,1,Solteiro,0,Saúde,"Feira Leandro Duarte, 38",Jaraguá,89437-719,Cardoso do Oeste 
Pedro da Mata,340.***.***-99,45,1979-03-01,Amapá,5312.28,Ensino Médio,0,Casado,12,Tecnologia,"Residencial de da Cruz, 69",Vila Betânia,50637-963,Almeida de Monteiro 
Alícia Carvalho,278.***.***-91,78,1946-01-31,Roraima,3938.02,Ensino Fundamental,3,Casado,26,Educação,"Praia de Rocha, 6",Apolonia,84284-833,da Paz de Minas 
Isabel Alves,164.***.***-15,19,2004-04-13,Rondônia,3493.23,Ensino Médio,0,Viúvo,0,Comércio,Estação Lucas Gabriel Porto,Milionario,58674-633,Rezende 
Isis da Cruz,526.***.***-26,36,1987-06-29,São Paulo,7119.12,Ensino Médio,2,Solteiro,18,Comércio,"Trevo de Alves, 78",Belmonte,72204-935,Sales 
Dr. Igor da Rocha,928.***.***-13,29,1994-06-23,Tocantins,13648.14,Ensino Superior,3,Casado,7,Tecnologia,"Jardim Isabel Vieira, 33",Vila Piratininga,73861-934,Ribeiro do Oeste 
Ryan Rezende,149.***.***-06,20,2003-12-28,Paraíba,4867.23,Ensino Superior,0,Solteiro,2,Tecnologia,"Trevo de Gomes, 809",Vila Esplanada,28893-289,Ferreira 
Beatriz Alves,213.***.***-00,53,1970-11-28,Piauí,5143.06,Ensino Médio,1,Casado,32,Saúde,"Avenida Matheus Rezende, 44",Santa Helena,37696-810,da Conceição Verde 
Marcela Melo,825.***.***-46,65,1959-02-13,Bahia,8699.33,Ensino Médio,0,Casado,14,Educação,"Alameda Daniela Rezende, 70",Conjunto Califórnia I,57210-745,Pereira 
Rodrigo Nascimento,753.***.***-80,26,1997-06-18,Espírito Santo,6182.52,Ensino Superior,0,Casado,5,Tecnologia,"Rodovia Mendes, 7",Olhos D'água,40468-548,Aragão de Goiás 
Bárbara Castro,482.***.***-38,58,1965-07-08,Goiás,13735.04,Não informado,0,Não informado,17,Não informado,"Campo Fogaça, 865",Urca,96576-450,Caldeira de Goiás 
Dra. Ana Vitória Lopes,245.***.***-15,56,1968-02-17,Mato Grosso,13064.06,Ensino Médio,0,Casado,38,Indústria,"Travessa Camila Caldeira, 52",Solimoes,27549-323,da Costa 
Mirella da Conceição,425.***.***-74,60,1963-11-20,Maranhão,14536.95,Ensino Médio,3,Casado,26,Tecnologia,Rua Stella Alves,Grota,69236-005,Campos 
Nicole Castro,417.***.***-00,57,1967-01-26,Tocantins,7537.0,Ensino Médio,0,Solteiro,18,Comércio,"Estrada de Caldeira, 110",Vila Paquetá,68887-640,Caldeira 
Alice Azevedo,896.***.***-28,35,1988-04-28,Paraíba,5561.38,Ensino Médio,2,Divorciado,7,Indústria,"Área de Peixoto, 297",Santa Cruz,34736-630,das Neves 
Juliana Lopes,193.***.***-12,30,1994-03-31,Sergipe,6054.74,Ensino Médio,3,Casado,12,Saúde,"Passarela Novaes, 41",São Tomaz,10776-944,Campos 
Natália Moraes,407.***.***-70,32,1992-03-29,Rio de Janeiro,2803.21,Ensino Fundamental,0,Casado,4,Saúde,"Chácara Diego Duarte, 65",Vila Nova Dos Milionarios,96548-521,Sales 
Isaac Martins,506.***.***-25,23,2000-08-28,Distrito Federal,7902.07,Ensino Superior,1,Casado,3,Saúde,"Colônia Nunes, 8",Vila Nova Dos Milionarios,91626-231,Duarte 
Nicolas Cavalcanti,476.***.***-94,30,1994-02-12,Rio Grande do Norte,9203.61,Ensino Médio,1,Divorciado,4,Tecnologia,"Núcleo de Moura, 898",Caiçaras,86075-890,das Neves 
Alana Santos,652.***.***-80,65,1958-12-07,Goiás,6764.265822019516,Não informado,0,Não informado,5,Não informado,"Praia Nathan Oliveira, 49",Copacabana,61139-131,Pereira das Pedras 
Vinicius Rezende,045.***.***-05,52,1971-09-08,Tocantins,12225.69,Ensino Superior,0,Solteiro,11,Educação,"Parque Silva, 14",Baleia,57177-427,Gomes 
João Castro,083.***.***-69,53,1970-08-21,Mato Grosso,4581.14,Ensino Fundamental,0,Casado,20,Comércio,"Distrito da Mata, 26",Ernesto Nascimento,61161-574,Fernandes de Porto 
Caio Peixoto,415.***.***-09,54,1969-11-09,Rio Grande do Sul,14139.78,Ensino Médio,0,Solteiro,35,Saúde,"Loteamento Clara Freitas, 57",Lindéia,42681-730,Souza 
Alice Pinto,864.***.***-02,19,2005-03-11,Roraima,6764.265822019516,Ensino Médio,1,Casado,1,Educação,"Residencial de da Costa, 23",Bairro Das Indústrias Ii,80074-836,da Rocha do Campo 
Danilo Novaes,412.***.***-04,47,1977-01-14,Rio Grande do Norte,3319.07,Ensino Fundamental,0,Solteiro,7,Tecnologia,"Vereda Maria Cecília Oliveira, 74",Horto Florestal,15131-825,Araújo 
Srta. Yasmin Correia,379.***.***-12,57,1966-07-30,Rio Grande do Norte,19364.61,Ensino Superior,0,Divorciado,35,Saúde,Loteamento Davi Lucca Costela,Bairro Das Indústrias Ii,11755-355,Pereira de Minas 
Lucca Lopes,318.***.***-28,33,1991-01-08,Amazonas,5627.53,Ensino Fundamental,0,Casado,14,Indústria,"Viaduto Lucas Gabriel Ribeiro, 640",Dom Silverio,73927-789,Aragão de Martins 
Isaac Moraes,182.***.***-01,54,1969-05-09,Paraná,6764.265822019516,Ensino Superior,0,Solteiro,6,Tecnologia,"Residencial da Conceição, 91",Bonsucesso,76268-048,Cunha 
Emanuel Melo,846.***.***-11,25,1998-11-25,São Paulo,7481.66,Não informado,3,Não informado,5,Não informado,"Fazenda Moura, 27",Conjunto Jardim Filadélfia,16544-408,Peixoto do Sul 
Eloah Fogaça,920.***.***-52,85,1939-01-12,Maranhão,2399.81,Ensino Fundamental,1,Casado,19,Saúde,"Lagoa da Conceição, 24",Fernão Dias,81661-056,da Rocha 
Danilo Silva,915.***.***-73,52,1971-07-29,São Paulo,7620.19,Ensino Superior,0,Casado,21,Educação,Lago André Fernandes,Coração De Jesus,91686-350,Moraes 
Lavínia Dias,019.***.***-49,18,2005-08-28,Rondônia,6764.265822019516,Ensino Médio,2,Divorciado,0,Saúde,"Alameda Pereira, 27",Betânia,04988-203,Silveira 
Eloah Carvalho,302.***.***-59,26,1998-01-28,Distrito Federal,3747.24,Não informado,0,Não informado,6,Não informado,"Chácara Ana Beatriz da Rosa, 86",Nova Vista,76227-032,Mendes 
Caroline Mendes,748.***.***-41,36,1988-02-17,Alagoas,5762.82,Ensino Médio,1,Casado,3,Saúde,"Colônia de Ribeiro, 52",Novo São Lucas,62954-090,Jesus do Oeste 
Brenda Costela,057.***.***-30,24,1999-08-22,Goiás,5602.99,Ensino Médio,1,Solteiro,5,Comércio,Trevo Cavalcanti,Guarani,89824-479,Peixoto 
Luana Vieira,308.***.***-80,28,1995-04-18,Paraná,3953.11,Ensino Médio,2,Casado,8,Saúde,"Parque de Peixoto, 6",União,69525-936,Campos do Campo 
Sra. Emilly Silveira,658.***.***-24,33,1990-11-22,Ceará,6008.02,Ensino Médio,2,Casado,11,Educação,"Avenida de da Mata, 748",Engenho Nogueira,39493-926,da Cruz 
Emanuella Barros,937.***.***-00,50,1973-08-31,Rio de Janeiro,5741.63,Ensino Médio,1,Solteiro,3,Indústria,"Viaduto da Mota, 74",Solimoes,36187-244,Barbosa da Mata 
Daniel da Paz,541.***.***-62,45,1979-03-15,Rondônia,3195.7,Ensino Fundamental,0,Solteiro,1,Educação,"Aeroporto Lucas Gabriel Rodrigues, 28",Andiroba,25017-544,Castro 
Maria Luiza Teixeira,250.***.***-07,32,1992-04-06,Espírito Santo,6251.27,Ensino Médio,2,Casado,7,Tecnologia,Vereda Fernandes,Garças,48098-750,Cardoso do Sul 
Srta. Larissa da Paz,460.***.***-58,60,1963-10-05,Amazonas,5858.15,Ensino Superior,0,Casado,17,Educação,"Residencial Cavalcanti, 4",Bandeirantes,30270-812,Gomes 
Levi Costela,173.***.***-40,20,2003-10-21,Rio Grande do Norte,3096.03,Ensino Fundamental,0,Solteiro,2,Comércio,"Esplanada da Costa, 172",Santana Do Cafezal,36730-719,Azevedo das Pedras 
Dr. Vitor Correia,476.***.***-67,31,1993-04-03,Alagoas,4669.95,Ensino Médio,0,Casado,13,Indústria,Jardim de Carvalho,Vila Coqueiral,57859-007,Farias Grande 
Dr. Henrique Azevedo,148.***.***-53,34,1989-07-03,Rio de Janeiro,2147.77,Não informado,1,Não informado,1,Não informado,"Rua de Moreira, 825",Maria Helena,09581-743,Azevedo do Oeste 
Sofia Campos,958.***.***-97,53,1970-09-05,Distrito Federal,5845.92,Ensino Médio,0,Casado,19,Comércio,"Favela João Gomes, 82",Esperança,13787-777,Campos 
Dra. Isabella Melo,218.***.***-01,37,1986-04-23,Santa Catarina,5577.39,Ensino Superior,2,Casado,3,Educação,"Estrada Monteiro, 81",Carmo,23292-686,Almeida Verde 
Agatha das Neves,890.***.***-02,29,1994-06-24,Minas Gerais,2614.1,Ensino Médio,0,Solteiro,3,Indústria,"Chácara Calebe Araújo, 95",Vila Das Oliveiras,78001-810,Pinto 
Breno Cunha,107.***.***-07,39,1985-03-05,Acre,4330.3,Não informado,1,Não informado,8,Não informado,"Aeroporto de Duarte, 86",Nova Cintra,91101-199,Nascimento de Minas 
Maria Eduarda Cardoso,012.***.***-11,26,1997-06-03,São Paulo,9527.39,Ensino Superior,1,Solteiro,2,Saúde,"Favela Eduarda Moreira, 42",Marajó,19459-960,Vieira da Prata 
Danilo da Paz,305.***.***-07,22,2002-03-06,Distrito Federal,4832.78,Ensino Médio,3,Casado,2,Comércio,"Favela Ferreira, 13",Vila Nova Cachoeirinha 3ª Seção,65234-109,Peixoto 
Sophie Oliveira,302.***.***-79,23,2001-01-06,Amapá,8526.08,Ensino Superior,0,Solteiro,1,Educação,"Praça Rodrigo da Mota, 55",Cruzeiro,31173-054,da Rocha de Goiás 
Bryan Martins,418.***.***-50,18,2005-11-26,Alagoas,2713.3,Ensino Médio,0,Casado,0,Comércio,"Ladeira de Farias, 88",Estrela,78838-020,Lopes 
Gabriela Rocha,541.***.***-70,51,1972-05-17,Rio de Janeiro,5402.2,Ensino Médio,0,Casado,10,Comércio,"Aeroporto Júlia Rodrigues, 232",Conjunto Celso Machado,59818-566,Lopes 
Sr. Gustavo Henrique Peixoto,964.***.***-55,38,1985-09-30,Maranhão,5192.06,Ensino Fundamental,0,Casado,13,Comércio,Feira da Rocha,Boa Vista,61807-494,Monteiro da Prata 
Bruno Freitas,136.***.***-68,55,1968-09-30,Ceará,9160.87,Ensino Médio,0,Solteiro,10,Saúde,"Vila Gomes, 837",Vitoria Da Conquista,31042-887,Rezende 
Raul Duarte,093.***.***-06,18,2005-04-25,Mato Grosso,1635.23,Ensino Fundamental,0,Solteiro,0,Comércio,"Ladeira Costa, 56",Vila Fumec,21701-694,Nunes do Campo 
Dr. Joaquim Lopes,895.***.***-67,28,1996-03-12,Ceará,10360.85,Ensino Superior,0,Solteiro,9,Comércio,Passarela de Costela,Barão Homem De Melo 2ª Seção,98262-393,Porto da Praia 
Maria Sophia Duarte,214.***.***-25,88,1935-12-25,Amazonas,12948.81,Ensino Médio,0,Casado,46,Educação,"Loteamento de Fernandes, 1",Pedreira Padro Lopes,73697-672,Souza de Fernandes 
Maria Alice Rezende,712.***.***-11,50,1973-09-18,Minas Gerais,5857.98,Ensino Médio,2,Divorciado,31,Indústria,"Quadra de Costa, 46",Horto Florestal,24900-562,Campos de Goiás 
João Gabriel Moraes,063.***.***-74,44,1979-07-05,Rio Grande do Norte,5772.38,Ensino Fundamental,1,Casado,23,Indústria,"Vila Bárbara Castro, 410",Palmares,93656-357,Ribeiro do Oeste 
Srta. Kamilly Ferreira,457.***.***-99,25,1999-03-12,Rondônia,2472.53,Ensino Médio,0,Solteiro,1,Educação,"Vale de Novaes, 54",Marmiteiros,73644-877,Moraes 
Leandro da Paz,349.***.***-50,25,1998-10-10,Santa Catarina,1630.43,Ensino Fundamental,1,Solteiro,2,Educação,"Vale Noah Dias, 24",Conjunto Santa Maria,33886-028,Rezende 
Esther Carvalho,408.***.***-29,40,1984-02-21,Paraná,3008.75,Ensino Médio,1,Solteiro,10,Educação,"Lago de Moura, 86",Marajó,69183-410,da Conceição de Dias 
Arthur Aragão,382.***.***-70,32,1991-10-30,Rio de Janeiro,2546.09,Ensino Fundamental,1,Casado,4,Comércio,"Fazenda Pires, 97",Vila Madre Gertrudes 1ª Seção,05029-255,Peixoto 
Otávio Dias,791.***.***-50,65,1958-11-24,Paraná,6764.265822019516,Ensino Fundamental,3,Solteiro,20,Educação,"Distrito de da Cunha, 45",Monte São José,86077-233,Silveira de Gonçalves 
Julia Costela,729.***.***-82,27,1996-04-28,Mato Grosso,4578.04,Ensino Superior,1,Solteiro,4,Saúde,"Esplanada Barros, 4",Vila Da Amizade,31765-221,Martins 
Fernando Moraes,438.***.***-42,42,1981-08-22,Espírito Santo,7538.18,Ensino Médio,0,Casado,16,Saúde,"Lagoa Manuela Azevedo, 194",Bernadete,20727-444,Cavalcanti Alegre 
Emanuel Carvalho,635.***.***-65,19,2004-12-29,Pará,5087.61,Ensino Médio,1,Casado,1,Comércio,"Avenida Moreira, 78",Esplanada,59734-391,das Neves da Prata 
Maria Fernanda da Paz,061.***.***-10,48,1975-06-09,Santa Catarina,4337.08,Ensino Médio,1,Divorciado,3,Educação,"Núcleo Sofia Pinto, 30",Barão Homem De Melo 3ª Seção,10741-799,Pires 
Lívia da Mota,396.***.***-95,30,1993-07-30,Maranhão,7207.15,Ensino Médio,1,Solteiro,0,Tecnologia,"Praia Carvalho, 62",Oeste,17913-594,Pinto Grande 
Vitor Silva,107.***.***-50,37,1986-08-19,Mato Grosso do Sul,10303.57,Ensino Superior,0,Casado,19,Comércio,"Distrito de Ferreira, 37",Mangueiras,11101-393,Cardoso 
Enzo Gabriel Ferreira,923.***.***-02,84,1940-02-07,Piauí,2359.41,Ensino Fundamental,3,Casado,40,Comércio,"Aeroporto Carolina Fernandes, 83",São Gabriel,12388-241,Nogueira 
Dra. Maitê Santos,128.***.***-42,26,1997-05-06,Amapá,6217.9,Ensino Médio,0,Solteiro,6,Saúde,"Sítio Luiz Otávio Rodrigues, 14",Confisco,61235-948,Porto do Norte 
Matheus Fernandes,420.***.***-06,44,1979-06-07,Paraná,5838.2,Ensino Superior,1,Casado,4,Indústria,Praia de da Mata,Vila Paquetá,74165-198,Nascimento 
João Vitor Sales,156.***.***-03,41,1983-04-06,Roraima,4265.41,Ensino Fundamental,0,Divorciado,6,Indústria,"Colônia Correia, 94",Paulo Vi,93978-800,Rocha da Mata 
Joaquim Gonçalves,362.***.***-07,30,1994-03-10,Santa Catarina,4431.76,Ensino Médio,0,Solteiro,2,Indústria,"Pátio de Pinto, 43",Glória,79213-772,Fogaça 
Carlos Eduardo Peixoto,405.***.***-85,65,1958-08-28,Maranhão,6764.265822019516,Ensino Superior,2,Casado,40,Tecnologia,Estrada Aragão,Serra,26590-066,Rocha 
Sr. Yuri Martins,657.***.***-06,60,1963-05-21,Paraíba,8616.62,Ensino Médio,2,Casado,28,Indústria,Ladeira de Dias,Vila Fumec,04045-898,Gomes 
Joana Aragão,781.***.***-62,27,1996-08-22,Maranhão,4152.53,Ensino Médio,0,Casado,5,Comércio,"Núcleo da Mata, 431",Estrela Do Oriente,09355-684,da Rosa 
Srta. Amanda Campos,926.***.***-87,63,1960-11-15,São Paulo,9375.34,Ensino Superior,2,Solteiro,5,Educação,"Residencial de Oliveira, 747",Boa União 2ª Seção,30939-353,Duarte de Nunes 
Gustavo Henrique Rezende,795.***.***-20,62,1961-12-27,Amazonas,6764.265822019516,Ensino Fundamental,1,Solteiro,3,Saúde,"Área de da Paz, 56",Santa Monica,23345-561,Castro 
Sophie Costa,169.***.***-64,26,1997-07-12,Piauí,6948.01,Pós-graduação,0,Solteiro,7,Educação,"Favela de Correia, 560",Santa Branca,11718-560,Azevedo 
Ryan Santos,184.***.***-62,27,1996-04-19,Acre,3224.54,Ensino Médio,0,Casado,2,Indústria,"Rua de Carvalho, 96",Biquinhas,60365-792,Barros 
Sra. Alexia Pereira,894.***.***-00,58,1965-06-16,Paraíba,7746.52,Ensino Fundamental,0,Casado,34,Tecnologia,"Jardim Viana, 39",Alto Caiçaras,78241-833,Cardoso de Goiás 
Otávio Gonçalves,108.***.***-48,52,1971-06-25,Santa Catarina,10907.76,Ensino Superior,2,Casado,0,Tecnologia,"Campo Rezende, 58",Conjunto Novo Dom Bosco,48008-998,Rodrigues Paulista 
Davi Mendes,357.***.***-01,44,1979-11-06,Rio Grande do Norte,7140.97,Ensino Médio,0,Casado,14,Saúde,"Vereda Cunha, 57",Santa Isabel,80946-472,Rezende do Amparo 
Stella Moraes,863.***.***-90,20,2003-09-28,Rio de Janeiro,7817.11,Ensino Médio,3,Casado,2,Tecnologia,"Vila de Rocha, 39",Nossa Senhora Da Conceição,05291-515,da Conceição de Goiás 
Rafael Vieira,219.***.***-99,34,1989-09-28,Pará,2500.81,Ensino Fundamental,0,Casado,5,Indústria,"Residencial de Cardoso, 60",Penha,74976-045,Barbosa de Minas 
Francisco Melo,438.***.***-26,26,1998-03-28,Goiás,12943.68,Pós-graduação,0,Viúvo,5,Indústria,"Alameda Gonçalves, 74",Vila Nova Gameleira 2ª Seção,03668-530,Correia da Prata 
Sr. Felipe das Neves,498.***.***-85,60,1963-06-30,Rio Grande do Norte,10610.31,Não informado,3,Não informado,26,Não informado,"Estação de Silva, 176",Ventosa,51520-612,Silveira Verde 
Sr. Pietro Fogaça,409.***.***-89,19,2004-12-27,Goiás,2421.77,Ensino Médio,1,Casado,1,Comércio,"Recanto Lima, 14",Vila Real 2ª Seção,29631-898,Cunha de Campos 
Ana Vitória Pereira,163.***.***-15,28,1995-07-24,Rio Grande do Norte,5167.52,Ensino Médio,0,Casado,5,Comércio,"Vereda Pedro Henrique Cavalcanti, 7",Mariquinhas,25035-910,Viana de Cardoso 
João Gabriel Freitas,382.***.***-89,19,2004-12-23,Paraíba,6137.68,Ensino Superior,0,Casado,1,Comércio,"Área Luiz Miguel da Mota, 56",Tiradentes,80369-016,Monteiro 
Valentina Martins,587.***.***-35,25,1998-08-03,Espírito Santo,2421.01,Ensino Fundamental,2,Casado,7,Educação,"Viaduto Ramos, 104",Castelo,17007-319,da Rosa Grande 
Marina Silva,765.***.***-20,41,1982-05-18,Amazonas,3818.91,Ensino Superior,3,Casado,6,Educação,"Travessa de Pereira, 874",Embaúbas,32732-880,Barbosa 
Maria Luiza Peixoto,370.***.***-68,19,2004-07-28,Espírito Santo,3978.55,Ensino Médio,2,Casado,0,Indústria,"Estação Oliveira, 53",São Cristóvão,80852-979,Pires 
Ana Lívia Jesus,506.***.***-03,22,2001-06-30,Pará,15691.2,Pós-graduação,2,Solteiro,0,Tecnologia,"Vereda Rocha, 37",Conjunto Providencia,08814-344,Lima 
Bryan Correia,156.***.***-46,53,1970-08-08,Pernambuco,4235.64,Ensino Fundamental,3,Casado,12,Comércio,"Jardim Rafaela Novaes, 18",Goiania,61688-776,Rocha 
Lorena Dias,256.***.***-09,68,1955-06-04,Acre,14286.0,Ensino Médio,0,Solteiro,36,Indústria,"Morro Julia Rocha, 96",São Luiz,18806-490,Nascimento 
Carolina Souza,032.***.***-44,46,1977-07-16,Mato Grosso do Sul,3538.08,Ensino Médio,0,Casado,1,Indústria,"Viela Vitor Gabriel Correia, 19",Vila Independencia 3ª Seção,89382-466,Almeida do Oeste 
Helena Ramos,539.***.***-10,35,1989-03-18,Paraná,10678.78,Ensino Superior,0,Casado,6,Tecnologia,"Praia Nunes, 67",Alto Caiçaras,10779-705,Moura 
João Cunha,075.***.***-84,45,1978-11-02,Maranhão,16389.45,Pós-graduação,2,Casado,14,Educação,"Parque de da Cruz, 65",Diamante,97856-807,Cunha de Goiás 
Sr. Lucas Alves,027.***.***-56,22,2001-10-27,Pará,4793.09,Ensino Superior,0,Casado,3,Comércio,"Quadra da Costa, 767",Vila Santo Antônio,31027-450,Costa do Norte 
Leonardo da Rosa,056.***.***-34,48,1976-03-09,Paraíba,4409.92,Ensino Fundamental,1,Casado,11,Educação,"Área de da Luz, 86",Inconfidência,94002-951,Pereira de Nogueira 
Emilly Cardoso,152.***.***-02,29,1994-06-08,Piauí,6764.265822019516,Ensino Médio,0,Solteiro,9,Comércio,"Ladeira Barbosa, 5",Conjunto Bonsucesso,75727-719,Jesus 
Maysa Pinto,093.***.***-40,59,1964-07-20,Rio de Janeiro,5486.02,Ensino Fundamental,0,Solteiro,13,Comércio,"Colônia Moura, 31",Mariquinhas,51367-722,Dias do Campo 
Carolina da Costa,204.***.***-67,45,1978-09-06,Amazonas,4812.46,Ensino Médio,1,Casado,4,Saúde,"Viaduto Rezende, 11",Vila Nova,30734-554,Viana de Santos 
Dra. Emilly Correia,213.***.***-73,38,1985-08-03,Rio de Janeiro,5801.21,Ensino Médio,2,Casado,19,Tecnologia,Vale Pereira,Parque São Pedro,55092-249,Vieira 
Amanda Aragão,960.***.***-95,48,1975-09-18,Pernambuco,7950.51,Ensino Médio,0,Casado,18,Tecnologia,"Viaduto de da Costa, 74",Xangri-Lá,03036-939,Peixoto de Caldeira 
Olivia Pires,897.***.***-20,18,2005-12-17,São Paulo,4383.0,Ensino Superior,1,Solteiro,0,Comércio,"Viaduto de Cunha, 81",Manacas,90402-142,Novaes 
Fernando Ferreira,081.***.***-41,74,1949-07-24,Goiás,6022.21,Ensino Médio,1,Casado,38,Educação,"Lago de Freitas, 729",Conjunto Floramar,61746-578,Peixoto 
Pedro Miguel Campos,604.***.***-69,35,1988-09-10,Paraná,9149.54,Ensino Médio,0,Casado,14,Indústria,"Via de Vieira, 8",Alto Barroca,77262-317,Silveira 
Daniela Castro,846.***.***-00,30,1993-12-16,Pará,2806.97,Ensino Fundamental,1,Casado,5,Tecnologia,"Jardim Otávio Silva, 61",Lindéia,03398-051,Barros das Pedras 
Valentina Costela,059.***.***-20,64,1959-06-26,Goiás,5348.94,Ensino Superior,0,Solteiro,11,Educação,"Favela Anthony Alves, 60",Jardim Vitoria,17197-739,da Rocha 
Emanuella Sales,243.***.***-98,42,1981-10-28,Ceará,4753.98,Ensino Médio,0,Casado,8,Comércio,Colônia Bryan Jesus,Vila Santa Rosa,55399-258,da Cunha do Sul 
Srta. Sophia Cardoso,842.***.***-96,49,1975-02-22,Paraná,6764.265822019516,Não informado,2,Não informado,23,Não informado,"Distrito Vicente Jesus, 250",Vila Inestan,40709-863,Barbosa 
Sr. Thiago Teixeira,597.***.***-86,18,2005-04-26,Alagoas,4389.96,Ensino Médio,0,Casado,0,Indústria,"Chácara de Fernandes, 22",Acaiaca,58102-574,Caldeira 
Pedro Miguel da Cruz,129.***.***-04,59,1964-05-13,Amapá,6652.02,Ensino Fundamental,1,Casado,20,Saúde,"Praça das Neves, 52",Silveira,75184-608,Lima 
Dra. Clara Melo,320.***.***-03,24,2000-03-27,Tocantins,3178.08,Ensino Fundamental,2,Divorciado,2,Indústria,Recanto Ferreira,Saudade,89709-393,Correia 
Alana Novaes,384.***.***-48,18,2005-08-31,Mato Grosso do Sul,4291.68,Ensino Médio,0,Solteiro,0,Comércio,"Setor Gonçalves, 85",Califórnia,12892-160,Silva 
Bruno Oliveira,615.***.***-48,23,2000-05-19,Pará,6081.7,Não informado,1,Não informado,1,Não informado,"Rodovia Freitas, 16",Liberdade,98733-855,Cavalcanti do Galho 
Samuel Fogaça,816.***.***-30,63,1960-08-22,Roraima,14913.37,Ensino Médio,0,Casado,35,Saúde,"Rodovia Enrico da Rocha, 72",Milionario,88528-905,da Paz da Mata 
Raquel Cavalcanti,620.***.***-12,41,1982-09-24,Pará,4622.23,Ensino Superior,1,Solteiro,12,Educação,"Pátio Clara Nogueira, 842",Vila Coqueiral,33824-417,das Neves 
Luiza da Rocha,420.***.***-62,52,1972-02-01,Distrito Federal,12837.38,Ensino Superior,0,Casado,32,Comércio,"Travessa Maria Luiza Lima, 28",Flavio De Oliveira,28468-380,da Mota de Santos 
Sofia Campos,513.***.***-01,23,2000-12-08,Espírito Santo,1620.68,Ensino Fundamental,1,Casado,2,Comércio,"Quadra de Carvalho, 78",Leonina,07380-470,Lima 
Thiago Ferreira,823.***.***-71,42,1982-04-03,Roraima,6660.96,Ensino Médio,2,Solteiro,11,Indústria,"Morro Alves, 5",Vale Do Jatoba,46029-178,Barros 
Luna Nunes,148.***.***-01,59,1964-07-09,Paraná,9547.62,Ensino Médio,0,Casado,23,Comércio,"Quadra de Sales, 87",Vila Novo São Lucas,22069-801,Lima do Campo 
Esther Oliveira,503.***.***-20,47,1977-01-27,Rio Grande do Sul,17052.39,Ensino Superior,0,Casado,21,Tecnologia,"Aeroporto Helena Teixeira, 10",Castelo,46269-869,Nascimento de Moreira 
Sr. Anthony Pinto,351.***.***-15,51,1972-07-19,Goiás,5709.47,Ensino Fundamental,0,Casado,18,Comércio,"Travessa Cauê Farias, 82",Santa Terezinha,94695-064,da Luz 
Srta. Julia Silva,847.***.***-74,57,1966-07-19,Ceará,5118.18,Ensino Médio,0,Casado,2,Educação,Lago Letícia Ferreira,Vila Suzana Primeira Seção,27810-172,Ferreira 
Antônio Ferreira,154.***.***-06,25,1998-10-05,Pernambuco,7879.74,Pós-graduação,1,Casado,1,Comércio,"Residencial Rocha, 99",Vila São Gabriel,78676-743,Sales 
